"id-système (xml:c/@id) ";"cote (xml:unitid) ";"unittitle ";"unitdate ";" date-normalisee ";"extent ";"dimensions ";"première image";"dernière image";"Lien première image";"Lien dernière image"
"c-cxoorkxv4-i5bspg23jh0a ";"AG//SPH/19 ";"Reportage n° 1281 / Remise des lettres de créance par Carlos Roberto Reina, ambassadeur du Honduras en France. ";"9 octobre 1959 ";" 1959-10-09 ";"3 négatifs ";"6 x 6 cm ";"FRAN_0158_0214_L.jpg";"FRAN_0158_0216_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0214_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0216_L.jpg "
"c-cy6y6dp68--1au3zk1m1o6tl ";"AG//SPH/19 ";"Reportage n° 1282 / Remise des lettres de créance par J. M. Pulipo Hendez, ambassadeur du Venezuela en France. ";"9 octobre 1959 ";" 1959-10-09 ";"3 négatifs ";"6 x 6 cm ";"FRAN_0158_0217_L.jpg";"FRAN_0158_0219_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0217_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0219_L.jpg "
"c-cyryb6uey--14y5zn90m1d29 ";"AG//SPH/19 ";"Reportage n° 1283 / Remise des lettres de créance par Jozsef Vince, ministre de Hongrie en France. ";"9 octobre 1959 ";" 1959-10-09 ";"2 négatifs ";"6 x 6 cm ";"FRAN_0158_0220_L.jpg";"FRAN_0158_0221_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0220_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0221_L.jpg "
"c-cz86o7qx5-15dmve3kg2ylu ";"AG//SPH/19 ";"Reportage n° 1284 / Voyage en France de Rainier III, prince souverain de Monaco, et de son épouse, la princesse Grace. ";"9-12 octobre 1959 ";" 0009-01-01/1959-10-12 ";"8 négatifs ";"6 x 6 cm ";"FRAN_0158_0222_L.jpg";"FRAN_0158_0229_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0222_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0229_L.jpg "
"c-czr7rw1o5-cvq4sfd0hubs ";"AG//SPH/19 ";"Reportage n° 1285 / Déjeuner à l’occasion de la remise de décoration à Émile Henriot, de l’Académie française, président de l’Alliance française. ";"17 octobre 1959 ";" 1959-10-17 ";"5 négatifs ";"6 x 6 cm ";"FRAN_0158_0230_L.jpg";"FRAN_0158_0234_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0230_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0234_L.jpg "
"c-d096wqc9c-1limf6ikjuzb3 ";"AG//SPH/19 ";"Reportage n° 1287 / Remise au général de Gaulle du 3e tome de ses ""Mémoires de guerre (Le Salut) : 1944-1946"". ";"28 octobre 1959 ";" 1959-10-28 ";"1 négatif ";"6 x 6 cm ";"FRAN_0158_0235_L.jpg ";" ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0235_L.jpg ";
"c-d0xametko-17m7uw8acpl8r ";"AG/5(1)/1052, AG//SPH/19 ";"Reportage n° 1288 / Conférence de presse du général de Gaulle, tenue à l’Élysée, sur l’armement atomique de la France, l’Algérie, la Communauté et les anciens combattants. ";"10 novembre 1959 ";" 1959-11-10 ";"4 positifs et 1 négatif ";"6 x 6 cm et 9 x 12 cm ";"FRAN_0158_0236_L.jpg";"FRAN_0158_0240_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0236_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0240_L.jpg "
"c-d1hfgcpln-eofmxb3xmwvt ";"AG/5(1)/1052, AG//SPH/19 ";"Reportage n° 1289 / Reproduction d’un plan de la rade de Toulon. ";"10 novembre 1959 ";" 1959-11-10 ";"1 positif ";"9 x 12 cm ";"FRAN_0158_0241_L.jpg ";" ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0241_L.jpg ";
"c-d1uymtx33-kwwjmeopg6rb ";"AG//SPH/19 ";"Reportage n° 1290 / Imposition de la barrette cardinalice par le général de Gaulle à Monseigneur Paolo Marella, nonce apostolique. ";"16 décembre 1959 ";" 1959-12-16 ";"9 négatifs ";"6 x 6 cm ";"FRAN_0158_0242_L.jpg";"FRAN_0158_0250_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0242_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0250_L.jpg "
"c-d2be3wd57-1716rr41j7l6m ";;"Reportage n° 1291 / Reportage vacant. ";;"  ";;;"no link ";" ";;
"c-d2hv3uv19-tyuzekdgql21 ";"AG//SPH/19 ";"Reportage n° 1292 / Arbre de Noël pour les enfants du personnel de la présidence de la République et de la Communauté et pour les enfants des écoles de Paris. ";"17 décembre 1959 ";" 1959-12-17 ";"6 négatifs ";"6 x 6 cm ";"FRAN_0158_0251_L.jpg";"FRAN_0158_0256_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0251_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0256_L.jpg "
"c-d30u34hko--1dc7583a7dtdx ";"AG//SPH/19 ";"Reportage n° 1293 / Conférence occidentale à quatre [le général de Gaulle, Dwight David Eisenhower, président des États-Unis, Harold Macmillan, Premier ministre de Grande-Bretagne, et Konrad Adenauer, chancelier de la République fédérale d’Allemagne [RFA], sur le projet de conférence au sommet, à laquelle participera l’Union des républiques socialistes soviétiques [URSS], Berlin, le désarmement et l’aide aux pays en voie de développement]. ";"19-21 décembre 1959 ";" 0019-01-01/1959-12-21 ";"17 négatifs ";"6 x 6 cm ";"FRAN_0158_0260_L.jpg";"FRAN_0158_0276_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0260_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0276_L.jpg "
"c-d3nl8zbs2-1nrxyndm1zhxp ";"AG/5(1)/1052 ";"Reportage n° 1294 / Remise de décoration à Alexandre Parodi, ambassadeur de France au Maroc. ";"22 décembre 1959 ";" 1959-12-22 ";"3 négatifs ";"6 x 6 cm ";"FRAN_0158_0257_L.jpg";"FRAN_0158_0259_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0257_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0259_L.jpg "
"c-d45fn6e0p--1256dwjsy6tn3 ";"AG/5(1)/1052 ";"Reportage n° 1294bis / Portrait officiel du général de Gaulle par Jean-Marie Marcel. ";"Janvier 1960 ";" 1960-01-01/1960-01-31 ";"1 positif ";"9 x 12 cm ";"FRAN_0158_0277_L.jpg ";" ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0277_L.jpg ";
"c-d4jo3uie0--owmlqcv9acja ";"AG/5(1)/1052 ";"Reportage n° 1295 / Carte de l'Afrique du Nord. ";"Sans date ";"  ";"1 positif ";"9 x 12 cm ";"FRAN_0158_0278_L.jpg ";" ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0278_L.jpg ";
"c-d4ybykait--1861f3vlos4y8 ";;"Reportage n° 1296 / Reportage vacant. ";;"  ";;;"no link ";" ";;
"c-d59qd11pw-6tcxym19x62k ";"AG/5(1)/1052 ";"Reportage n° 1297 / Voyage du général de Gaulle dans les départements du Nord et du Pas-de-Calais (dont : vues du siège du journal « La Voix du Nord » et vue aérienne de Lille). ";"24-27 septembre 1959 ";" 0024-01-01/1959-09-27 ";"5 positifs ";"9 x 12 cm ";"FRAN_0158_0279_L.jpg";"FRAN_0158_0283_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0279_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0283_L.jpg "
"c-10casyhyv-10mp49kebzw9w ";"AG//SPH/19 ";"Reportage n° 1298 / Remise des lettres de créance par Walter Eytan, ambassadeur d’Israël en France. ";"11 février 1960 ";" 1960-02-11 ";"2 négatifs ";"6 x 6 cm ";"FRAN_0158_0285_L.jpg";"FRAN_0158_0286_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0285_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0286_L.jpg "
"c-10xlnurrh-u62ptxip3in7 ";"AG//SPH/19 ";"Reportage n° 1299 / Remise des lettres de créance par Jacques Kuoh Noukouri, ambassadeur du Cameroun en France. ";"11 février 1960 ";" 1960-02-11 ";"1 négatif ";"6 x 6 cm ";"FRAN_0158_0284_L.jpg ";" ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0284_L.jpg ";
"c-11cxklr57-1pbtdgtz7wowb ";"AG//SPH/19 ";"Reportage n° 1300 / Voyage en France de Manuel Prado, président de la République du Pérou, et de son épouse. ";"14-18 février 1960 ";" 0014-01-01/1960-02-18 ";"15 négatifs ";"6 x 6 cm ";"FRAN_0158_0287_L.jpg";"FRAN_0158_0301_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0287_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0301_L.jpg "
"c-11y7jvd2v-7sb1x6ofbfx4 ";"AG//SPH/19 ";"Reportage n° 1301 / Remise du prix Liotard, grand prix de l’exploration, à quatre membres des missions Henri Lhote : Michel Brézillon, Jean Lesage, André Vila et Jacques Violet, qui étudiaient la préhistoire au Sahara. ";"20 février 1960 ";" 1960-02-20 ";"1 négatif ";"6 x 6 cm ";"FRAN_0158_0302_L.jpg ";" ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0302_L.jpg ";
"c-12bt25fqx-1vwbciq7ylivd ";"AG//SPH/19 ";"Reportage n° 1302 / Remise de la croix de chevalier de la Légion d’honneur à Élise Lelong, résistante, capitaine des Forces françaises combattantes [FFC], veuve du général Pierre Lelong. ";"20 février 1960 ";" 1960-02-20 ";"2 négatifs ";"6 x 6 cm ";"FRAN_0158_0303_L.jpg";"FRAN_0158_0304_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0303_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0304_L.jpg "
"c-12txhshpl-1l85ow1xdcdq0 ";"AG//SPH/19 ";"Reportage n° 1303 / Audience de Henry Trémeaud, envoyé extraordinaire et ministre plénipotentiaire de Monaco. ";"10 mars 1960 ";" 1960-03-10 ";"3 négatifs ";"6 x 6 cm ";"FRAN_0158_0308_L.jpg";"FRAN_0158_0310_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0308_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0310_L.jpg "
"c-13aot2d68-ycgttxbbf9j3 ";"AG//SPH/19 ";"Reportage n° 1304 / Remise de décoration au colonel Félix Brunau, conservateur du domaine de Saint-Cloud et architecte du mémorial du Mont-Valérien. ";"11 mars 1960 ";" 1960-03-11 ";"3 négatifs ";"6 x 6 cm ";"FRAN_0158_0305_L.jpg";"FRAN_0158_0307_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0305_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0307_L.jpg "
"c-13u3z5a48-1d84k4gn9l4vh ";"AG//SPH/19 ";"Reportage n° 1305 / Voyage en France de Harold Macmillan, Premier ministre de Grande-Bretagne, séjour au château de Rambouillet. ";"12-13 mars 1960 ";" 0012-01-01/1960-03-13 ";"16 négatifs ";"6 x 6 cm ";"FRAN_0158_0311_L.jpg";"FRAN_0158_0326_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0311_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0326_L.jpg "
"c-14cwaws1v-1lbn6xiycawex ";"AG//SPH/19 ";"Reportage n° 1306 / Remise de décoration à François Mauriac, de l’Académie française. ";"19 mars 1960 ";" 1960-03-19 ";"6 négatifs ";"6 x 6 cm ";"FRAN_0158_0327_L.jpg";"FRAN_0158_0332_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0327_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0332_L.jpg "
"c-14vgj8ckn--33y67c5z9voo ";"AG//SPH/20 ";"Reportage n° 1307 / Conseil exécutif de la Communauté. ";"21 mars 1960 ";" 1960-03-21 ";"5 négatifs ";"6 x 6 cm ";"FRAN_0158_0373_L.jpg";"FRAN_0158_0377_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0373_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0377_L.jpg "
"c-15czazq90--an7w1sn7rmy4 ";"AG/5(1)/1052 ";"Reportage n° 1308 / Reproduction de la charte-partie indochinoise d’affrètement de navires (1er décembre 1942 et avenants des 25 septembre 1943 et 9 avril 1948). ";"23 mars 1960 ";" 1960-03-23 ";"1 positif ";"9 x 12 cm ";"FRAN_0158_0378_L.jpg ";" ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0378_L.jpg ";
"c-15stjnau3-5vosxgnb75z2 ";"AG//SPH/19-AG//SPH/20 ";"Reportage n° 1309 / Voyage en France de Nikita Khrouchtchev, président du Conseil des ministres de l’Union des républiques socialistes soviétiques [URSS], et de son épouse. ";"23 mars-3 avril 1960 ";" 1960-03-23/1960-04-03 ";"44 négatifs ";"6 x 6 cm ";"FRAN_0158_0333_L.jpg";"FRAN_0158_0372_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0333_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0372_L.jpg "
"c-16m1ivypf--1udovrpjv4g3k ";"AG//SPH/20 ";"Reportage n° 1310 / Audience de la délégation Savoie-Nice. ";"26 mars 1960 ";" 1960-03-26 ";"4 négatifs ";"6 x 6 cm ";"FRAN_0158_0379_L.jpg";"FRAN_0158_0382_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0379_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0382_L.jpg "
"c-175pixb3f--cf7rn9l3isgt ";"AG//SPH/20 ";"Reportage n° 1310bis / Remise des lettres de créance par Alejandro Espaillat Grullon, ambassadeur de la République dominicaine en France. ";"7 mai 1960 ";" 1960-05-07 ";"4 négatifs ";"6 x 6 cm ";"FRAN_0158_0387_L.jpg";"FRAN_0158_0390_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0387_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0390_L.jpg "
"c-17mtr83xp--1bj2ffppbq4sa ";"AG//SPH/20 ";"Reportage n° 1311 / Remise des lettres de créance par Vaclav Pleskot, ambassadeur de Tchécoslovaquie en France. ";"7 mai 1960 ";" 1960-05-07 ";"2 négatifs ";"6 x 6 cm ";"FRAN_0158_0391_L.jpg";"FRAN_0158_0392_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0391_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0392_L.jpg "
"c-183lyzvde--zgervy2ahsgl ";"AG//SPH/20 ";"Reportage n° 1312 / Remise des lettres de créance par Hipolito Sanchez Quell, ambassadeur du Paraguay en France. ";"7 mai 1960 ";" 1960-05-07 ";"4 négatifs ";"6 x 6 cm ";"FRAN_0158_0393_L.jpg";"FRAN_0158_0396_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0393_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0396_L.jpg "
"c-18j7qtpzt-14gpzjd1yg7cm ";"AG//SPH/20 ";"Reportage n° 1313 / Remise des lettres de créance par Faik Zihni Akhour, ambassadeur de Turquie en France. ";"8 mai 1960 ";" 1960-05-08 ";"4 négatifs ";"6 x 6 cm ";"FRAN_0158_0404_L.jpg";"FRAN_0158_0407_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0404_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0407_L.jpg "
"c-18yssmox4--184tlxcgtdixv ";"AG//SPH/20 ";"Reportage n° 1314 / Offrande du muguet traditionnel au général de Gaulle par une délégation de Forts des Halles. ";"7 mai 1960 ";" 1960-05-07 ";"7 négatifs ";"6 x 6 cm ";"FRAN_0158_0397_L.jpg";"FRAN_0158_0403_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0397_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0403_L.jpg "
"c-19eq3zm65--1wik1gs08h4lz ";"AG//SPH/20 ";"Reportage n° 1315 / Voyage en France de Jawaharlal Nehru, dit le Pandit Nehru, Premier ministre de l’Inde. ";"7 mai 1960 ";" 1960-05-07 ";"8 négatifs ";"6 x 6 cm ";"FRAN_0158_0408_L.jpg";"FRAN_0158_0415_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0408_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0415_L.jpg "
"c-19xmtwrm6--17g8eyktnotx0 ";"AG/5(1)/1052, AG//SPH/20 ";"Reportage n° 1316 / Conférence au sommet des Quatre Grands : Nikita Khrouchtchev, Konrad Adenauer, Dwight David Eisenhower et Harold Macmillan. ";"16 mai 1960 ";" 1960-05-16 ";"33 négatifs ";"6 x 6 cm ";"FRAN_0158_0416_L.jpg";"FRAN_0158_0448_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0416_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0448_L.jpg "
"c-1adk7yp0e-5d81a5kxii39 ";"AG//SPH/20 ";"Reportage n° 1317 / Remise des lettres de créance par Darko Cernej, ambassadeur de Yougoslavie en France. ";"21 mai 1960 ";" 1960-05-21 ";"4 négatifs ";"6 x 6 cm ";"FRAN_0158_0449_L.jpg";"FRAN_0158_0452_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0449_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0452_L.jpg "
"c-1au5gsx0e-1gacpcqux5a40 ";"AG//SPH/20 ";"Reportage n° 1318 / Remise des lettres de créance par Clarence Edward Beeby, ambassadeur de Nouvelle-Zélande en France. ";"21 mai 1960 ";" 1960-05-21 ";"4 négatifs ";"6 x 6 cm ";"FRAN_0158_0453_L.jpg";"FRAN_0158_0456_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0453_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0456_L.jpg "
"c-1bbmbcmzc-1wzj1s4d2lw80 ";"AG//SPH/20 ";"Reportage n° 1319 / Remise des lettres de créance par le général Amnuay Chaya Rochana, ambassadeur de Thaïlande en France. ";"21 mai 1960 ";" 1960-05-21 ";"5 négatifs ";"6 x 6 cm ";"FRAN_0158_0457_L.jpg";"FRAN_0158_0461_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0457_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0461_L.jpg "
"c-1bs52bxch--43gqli485lc6 ";"AG//SPH/20 ";"Reportage n° 1320 / Remise de décoration à Émile Crémer, adjoint au maire de Strasbourg. ";"24 mai 1960 ";" 1960-05-24 ";"6 négatifs ";"6 x 6 cm ";"FRAN_0158_0462_L.jpg";"FRAN_0158_0467_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0462_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0467_L.jpg "
"c-1c7wu0b81--hk88o3513xks ";"AG//SPH/20 ";"Reportage n° 1321 / Réception d’une délégation de mères de famille nombreuse. ";"25 mai 1960 ";" 1960-05-25 ";"3 négatifs ";"6 x 6 cm ";"FRAN_0158_0468_L.jpg";"FRAN_0158_0470_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0468_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0470_L.jpg "
"c-1cnjmlmmv-axg0j13mjf7d ";"AG//SPH/20 ";"Reportage n° 1322 / Allocution radiodiffusée et télévisée du général de Gaulle, prononcée à l’Élysée, sur la situation internationale au lendemain de l’échec de la conférence au sommet. ";"31 mai 1960 ";" 1960-05-31 ";"4 négatifs ";"6 x 6 cm ";"FRAN_0158_0471_L.jpg";"FRAN_0158_0474_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0471_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0474_L.jpg "
"c-1d588bfg6-1ewanz2vgrqll ";"AG//SPH/20 ";"Reportage n° 1323 / Garden-party en l’honneur du Sénat de la Communauté. ";"1er juin 1960 ";" 1960-06-01 ";"9 négatifs ";"6 x 6 cm ";"FRAN_0158_0475_L.jpg";"FRAN_0158_0483_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0475_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0483_L.jpg "
"c-1dn6ootno-1bj7q9aezexe2 ";"AG//SPH/20 ";"Reportage n° 1324 / Allocution radiodiffusée et télévisée du général de Gaulle, prononcée à l’Élysée, sur les questions économiques, l’affaire algérienne et la Communauté. ";"16 juin 1960 ";" 1960-06-16 ";"2 négatifs ";"6 x 6 cm ";"FRAN_0158_0484_L.jpg";"FRAN_0158_0485_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0484_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0485_L.jpg "
"c-1e3cb4y2t-o34aaw4y4wpz ";"AG//SPH/20-AG//SPH/21 ";"Reportage n° 1325 / Voyage en France de David Ben Gourion, Premier ministre d’Israël. ";"14 juin 1960 ";" 1960-06-14 ";"8 négatifs ";"6 x 6 cm ";"FRAN_0158_0486_L.jpg";"FRAN_0158_0493_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0486_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_0493_L.jpg "
